Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_3161,tiktok,#dance,tweet,usa,4486633,27418,58555,3114,low
Post_3162,tiktok,#gaming,live stream,brazil,496567,260126,47936,7127,high
Post_3163,youtube,#music,tweet,uk,4731153,280741,96904,17906,medium
Post_3164,twitter,#viral,post,brazil,212704,431284,38305,46613,high
Post_3165,twitter,#fashion,reel,usa,1314532,324119,29318,7716,high
Post_3166,tiktok,#education,video,uk,1616973,258225,21629,6932,medium
Post_3167,instagram,#education,post,usa,3692899,333304,64397,41206,high
Post_3168,twitter,#tech,live stream,uk,1670435,67796,52824,30462,medium
Post_3169,twitter,#fashion,shorts,india,3923288,442212,71040,4338,medium
Post_3170,tiktok,#viral,shorts,canada,1756626,3030,44751,5046,medium
Post_3171,twitter,#tech,tweet,japan,1262732,476695,34147,6539,low
Post_3172,instagram,#fashion,tweet,brazil,652613,68913,48724,2520,high
Post_3173,tiktok,#fashion,live stream,japan,2216863,499147,11602,4513,low
Post_3174,tiktok,#tech,video,india,3847940,382933,33818,35325,high
Post_3175,tiktok,#tech,live stream,uk,431450,299277,88023,22378,medium
Post_3176,youtube,#music,reel,usa,4136937,384754,68003,30923,high
Post_3177,twitter,#education,tweet,brazil,4747512,453977,51450,12085,medium
Post_3178,youtube,#challenge,reel,canada,2391980,444847,46095,44360,low
Post_3179,twitter,#dance,shorts,usa,2663152,206052,32784,32820,high
Post_3180,twitter,#fashion,reel,australia,932607,202697,90673,270,high
Post_3181,twitter,#comedy,reel,usa,1295631,384661,43128,25664,high
Post_3182,tiktok,#tech,shorts,japan,3914990,257949,1409,41644,medium
Post_3183,instagram,#gaming,live stream,brazil,4004484,28922,67896,39287,medium
Post_3184,twitter,#fitness,post,india,2526693,23428,62797,28304,medium
Post_3185,twitter,#gaming,reel,uk,3234591,152530,42933,15910,low
Post_3186,twitter,#challenge,shorts,australia,1680858,306722,26650,22652,low
Post_3187,youtube,#dance,live stream,japan,3524578,205017,50107,46380,low
Post_3188,twitter,#comedy,tweet,australia,811909,267877,99635,33755,low
Post_3189,instagram,#tech,shorts,usa,2703206,265588,10903,43619,low
Post_3190,twitter,#fashion,shorts,canada,4926792,476756,74016,30462,medium
Post_3191,instagram,#gaming,live stream,usa,2605580,295265,43546,18596,high
Post_3192,instagram,#dance,video,canada,675381,235103,16489,18896,low
Post_3193,youtube,#tech,post,brazil,2583578,117156,48201,44942,high
Post_3194,youtube,#fashion,shorts,canada,3986877,179971,22707,20886,low
Post_3195,youtube,#fashion,post,india,4576712,135578,31719,36180,low
Post_3196,instagram,#fitness,shorts,india,3228575,264811,27451,24414,high
Post_3197,instagram,#education,reel,australia,3413756,181553,21480,3465,low
Post_3198,twitter,#fashion,post,india,939606,232692,8846,36166,high
Post_3199,instagram,#dance,post,canada,1145849,287542,90299,42322,high
Post_3200,twitter,#challenge,video,canada,588305,355237,85558,1657,medium
Post_3201,youtube,#fitness,shorts,usa,3861892,47708,76578,37640,low
Post_3202,twitter,#education,post,brazil,4427716,109062,80947,40554,high
Post_3203,youtube,#education,video,uk,4806719,334394,46223,41057,low
Post_3204,twitter,#dance,live stream,canada,4814733,413922,85371,14507,high
Post_3205,tiktok,#music,tweet,brazil,3946834,394401,54346,6258,medium
Post_3206,youtube,#fashion,video,australia,1269726,270115,42913,11512,high
Post_3207,twitter,#tech,post,uk,4079564,286423,76936,10893,medium
Post_3208,instagram,#challenge,post,india,4431107,465657,33665,5015,medium
Post_3209,youtube,#challenge,live stream,germany,4020489,25700,44736,49114,low
Post_3210,instagram,#education,video,australia,2982515,223769,87424,11556,high
Post_3211,youtube,#viral,video,usa,556692,349917,96965,6379,low
Post_3212,instagram,#dance,tweet,germany,2487151,309174,3823,14068,high
Post_3213,instagram,#challenge,live stream,germany,827453,98572,86466,22004,high
Post_3214,youtube,#music,tweet,uk,724983,68237,29413,27681,medium
Post_3215,twitter,#music,video,uk,1468817,150762,99579,1486,high
Post_3216,youtube,#comedy,shorts,uk,3186028,219247,83057,28304,medium
Post_3217,tiktok,#tech,live stream,germany,4508915,87132,11145,1464,high
Post_3218,instagram,#viral,video,usa,4397591,416382,88301,47488,medium
Post_3219,youtube,#education,post,germany,3601578,471857,28736,45781,medium
Post_3220,twitter,#viral,video,usa,3841456,348089,61193,14943,high
Post_3221,youtube,#viral,shorts,brazil,1034261,195633,15859,20583,low
Post_3222,instagram,#tech,reel,australia,604410,281512,29457,28963,medium
Post_3223,youtube,#gaming,post,usa,2028335,172803,2213,18377,medium
Post_3224,instagram,#fashion,video,india,4771704,282262,66844,16684,low
Post_3225,youtube,#dance,video,brazil,3411739,218368,44457,4186,high
Post_3226,tiktok,#gaming,reel,brazil,4076916,432821,9865,39288,low
Post_3227,youtube,#education,post,uk,2758264,432567,21030,35843,medium
Post_3228,tiktok,#fashion,reel,japan,3998415,388913,45669,9024,medium
Post_3229,twitter,#comedy,tweet,brazil,1042784,488595,87749,45019,high
Post_3230,instagram,#education,post,usa,4873492,97181,19120,23324,high
Post_3231,youtube,#tech,post,india,975799,320442,87429,44516,medium
Post_3232,instagram,#music,reel,usa,1227035,90647,96551,30875,medium
Post_3233,instagram,#challenge,live stream,brazil,2940609,417021,8144,10445,medium
Post_3234,twitter,#fashion,live stream,germany,3088030,409248,48230,35140,low
Post_3235,twitter,#viral,post,india,1459533,280764,84256,47050,high
Post_3236,instagram,#tech,video,australia,4501262,376672,46465,42986,high
Post_3237,youtube,#fashion,tweet,uk,2946718,101693,79172,11498,medium
Post_3238,twitter,#music,post,uk,925089,320317,16914,36993,high
Post_3239,twitter,#fashion,post,india,1912431,337274,36656,4315,medium
Post_3240,instagram,#fitness,shorts,india,2023201,336333,92713,45633,medium
Post_3241,twitter,#tech,shorts,australia,1254731,269272,7945,4628,low
Post_3242,twitter,#viral,live stream,usa,4879682,37887,25829,5188,low
Post_3243,instagram,#comedy,video,uk,1316770,5074,20536,3832,medium
Post_3244,youtube,#dance,reel,india,2650048,201072,22798,18675,medium
Post_3245,youtube,#viral,post,japan,4624315,433863,96742,4475,low
Post_3246,tiktok,#music,reel,australia,68419,10582,34672,9733,high
Post_3247,instagram,#education,post,brazil,4326229,246832,39479,26490,high
Post_3248,twitter,#education,tweet,canada,201981,55618,13695,20734,high
Post_3249,youtube,#comedy,reel,germany,3909577,263896,18776,34022,low
Post_3250,youtube,#education,video,australia,4708328,342492,97455,25920,high
Post_3251,instagram,#music,video,canada,236875,74979,9432,26615,low
Post_3252,instagram,#education,reel,india,4566449,141902,86919,12914,low
Post_3253,youtube,#fitness,post,germany,3893488,343733,96061,23115,high
Post_3254,tiktok,#challenge,live stream,australia,1788144,111600,71519,19673,high
Post_3255,youtube,#dance,post,india,1573021,200432,97595,27975,low
Post_3256,tiktok,#fashion,shorts,germany,4567357,425285,64520,30298,medium
Post_3257,youtube,#tech,video,australia,283090,227556,13764,23089,low
Post_3258,instagram,#tech,reel,australia,276749,409709,41368,1705,medium
Post_3259,instagram,#fitness,live stream,uk,2872146,421936,20418,15861,medium
Post_3260,youtube,#tech,tweet,japan,1113796,223542,59380,36938,low
Post_3261,youtube,#comedy,tweet,usa,4769371,268114,34565,19572,medium
Post_3262,twitter,#dance,shorts,brazil,3690550,66428,21959,21008,high
Post_3263,youtube,#viral,reel,india,1841123,218186,94436,7059,low
Post_3264,youtube,#viral,live stream,japan,783895,430648,37387,35805,low
Post_3265,twitter,#challenge,reel,india,4139390,438609,12994,30472,low
Post_3266,instagram,#gaming,live stream,australia,4616223,304084,26970,23126,low
Post_3267,twitter,#fitness,post,uk,997408,90120,40959,39843,high
Post_3268,tiktok,#gaming,reel,australia,4784006,167376,4736,32126,low
Post_3269,tiktok,#gaming,reel,usa,3914797,416802,10726,45764,medium
Post_3270,youtube,#education,post,canada,2438078,221150,60273,11048,medium
Post_3271,tiktok,#challenge,reel,india,1499889,478518,92766,2125,high
Post_3272,instagram,#fashion,reel,germany,623920,217601,92282,15725,low
Post_3273,tiktok,#dance,live stream,uk,1304376,422027,65465,8210,low
Post_3274,youtube,#challenge,tweet,germany,3050118,308745,51775,41998,low
Post_3275,instagram,#tech,post,brazil,384054,131704,17338,882,low
Post_3276,youtube,#education,video,usa,2852085,87799,92729,24975,low
Post_3277,tiktok,#comedy,reel,canada,2786558,475485,53156,20811,low
Post_3278,twitter,#comedy,post,brazil,195578,167756,43245,25540,high
Post_3279,twitter,#challenge,shorts,canada,1688397,281554,81408,45190,high
Post_3280,instagram,#fitness,video,india,2036540,16738,9695,43757,high
Post_3281,youtube,#comedy,reel,usa,4868393,221429,60644,13098,high
Post_3282,twitter,#dance,post,germany,2498626,195399,20484,14090,high
Post_3283,instagram,#education,post,canada,1020700,433852,77135,31850,high
Post_3284,tiktok,#tech,live stream,brazil,3269635,169488,24750,4980,low
Post_3285,instagram,#viral,live stream,india,39781,423500,50945,34819,low
Post_3286,instagram,#fashion,post,japan,97690,412823,75641,11702,low
Post_3287,twitter,#viral,post,brazil,4481616,321584,22363,14884,low
Post_3288,twitter,#education,reel,japan,3689048,104981,20957,19365,low
Post_3289,instagram,#fashion,shorts,brazil,56401,377017,1123,49912,high
Post_3290,tiktok,#gaming,live stream,brazil,2798360,63857,99902,10497,high
Post_3291,instagram,#viral,reel,japan,1748866,327009,18316,21361,medium
Post_3292,twitter,#dance,video,india,787450,213237,54881,48926,low
Post_3293,instagram,#fitness,reel,japan,4883378,87676,14621,26540,medium
Post_3294,tiktok,#music,post,japan,1377083,404947,83594,26447,medium
Post_3295,instagram,#music,video,canada,1059321,458647,29080,38590,high
Post_3296,twitter,#gaming,tweet,india,1304797,347996,28393,10689,low
Post_3297,tiktok,#dance,live stream,germany,3129394,231607,32444,7906,low
Post_3298,tiktok,#education,shorts,usa,769677,9101,7300,10748,high
Post_3299,tiktok,#dance,video,india,1251162,39272,23630,41190,low
Post_3300,twitter,#music,shorts,usa,3585274,111926,37753,10310,medium
Post_3301,tiktok,#challenge,reel,uk,281292,238512,36261,47856,high
Post_3302,youtube,#dance,live stream,brazil,2805305,306993,7673,3899,medium
Post_3303,instagram,#challenge,video,germany,478538,205376,88710,8313,high
Post_3304,youtube,#gaming,reel,australia,3697282,441786,26015,42533,medium
Post_3305,twitter,#dance,shorts,japan,2051565,493845,69739,920,low
Post_3306,instagram,#comedy,reel,japan,3613144,231529,75728,6741,high
Post_3307,tiktok,#fashion,shorts,germany,1605981,88443,19996,45032,low
Post_3308,tiktok,#gaming,live stream,japan,2850412,274406,31047,30406,low
Post_3309,tiktok,#challenge,video,germany,1043395,134984,35106,42823,medium
Post_3310,instagram,#fitness,live stream,germany,1438981,309626,19111,19443,high
Post_3311,instagram,#viral,live stream,brazil,478152,134611,34849,19291,low
Post_3312,twitter,#tech,shorts,japan,1953776,361649,78420,29515,high
Post_3313,youtube,#viral,live stream,brazil,1635786,455104,37331,18693,high
Post_3314,tiktok,#viral,reel,brazil,3832572,378209,5033,40043,medium
Post_3315,tiktok,#viral,tweet,canada,1331460,406251,21371,13908,high
Post_3316,twitter,#tech,reel,australia,3815471,51239,41476,48395,high
Post_3317,twitter,#comedy,live stream,uk,2335176,375163,10621,27566,high
Post_3318,instagram,#education,reel,canada,812354,499312,94311,6281,low
Post_3319,youtube,#challenge,reel,canada,1826169,241725,85264,17323,medium
Post_3320,instagram,#music,post,uk,2537706,119745,44035,24671,high
Post_3321,youtube,#fitness,live stream,germany,3932748,87418,69326,40766,low
Post_3322,youtube,#fitness,post,india,4542259,260423,7198,14245,medium
Post_3323,tiktok,#tech,tweet,brazil,3546258,423159,10438,983,medium
Post_3324,youtube,#music,shorts,india,4070231,349435,15210,11363,medium
Post_3325,instagram,#dance,shorts,uk,133501,499664,49136,9299,low
Post_3326,youtube,#challenge,tweet,germany,4322144,73237,48965,16499,high
Post_3327,instagram,#education,post,usa,2470375,91574,67902,15922,low
Post_3328,twitter,#music,video,uk,142941,276752,69452,37422,medium
Post_3329,youtube,#challenge,live stream,brazil,2041537,129066,16337,23221,medium
Post_3330,tiktok,#tech,shorts,india,1188268,460471,79903,19165,high
Post_3331,instagram,#dance,video,canada,2994745,447160,13987,33907,low
Post_3332,tiktok,#comedy,video,australia,3568414,383162,46613,19654,medium
Post_3333,twitter,#viral,post,japan,1693404,4215,40958,34938,medium
Post_3334,twitter,#fitness,live stream,brazil,467867,160629,19177,37369,medium
Post_3335,instagram,#tech,post,germany,2875293,19233,44540,47447,low
Post_3336,tiktok,#fitness,tweet,germany,2618940,346257,43800,19065,high
Post_3337,twitter,#dance,tweet,uk,4768756,256086,82449,1031,high
Post_3338,twitter,#fashion,tweet,usa,4410251,71562,5400,5899,medium
Post_3339,tiktok,#fashion,video,india,314380,381858,20552,7705,high
Post_3340,twitter,#gaming,tweet,japan,2386028,156812,98830,38728,low
Post_3341,tiktok,#dance,live stream,brazil,3321611,491842,23554,45190,low
Post_3342,youtube,#fashion,shorts,usa,3494450,476260,92683,40176,low
Post_3343,twitter,#gaming,post,brazil,3503879,339897,81012,46662,medium
Post_3344,tiktok,#music,live stream,australia,4335992,62946,46878,853,low
Post_3345,tiktok,#comedy,tweet,japan,1159220,343953,14008,6385,medium
Post_3346,tiktok,#fitness,post,uk,2830681,414830,64316,11743,low
Post_3347,tiktok,#comedy,tweet,india,891861,222648,81518,14286,high
Post_3348,instagram,#music,shorts,australia,2229517,223788,28338,14001,high
Post_3349,instagram,#challenge,tweet,japan,4454713,55437,78284,10261,low
Post_3350,youtube,#challenge,post,germany,3517027,442021,75721,17053,medium
Post_3351,youtube,#fashion,reel,brazil,2555232,22683,19211,731,medium
Post_3352,instagram,#viral,shorts,brazil,2607404,75633,52102,12416,high
Post_3353,tiktok,#comedy,live stream,uk,387046,240559,15013,4022,medium
Post_3354,instagram,#challenge,tweet,uk,3561125,94613,21873,47524,medium
Post_3355,twitter,#gaming,post,usa,1915575,99877,37503,46295,high
Post_3356,instagram,#music,reel,canada,3725186,349303,22384,21451,low
Post_3357,youtube,#music,shorts,india,3586750,163309,99334,48057,medium
Post_3358,youtube,#fitness,reel,uk,1757464,456820,93107,5984,medium
Post_3359,youtube,#comedy,shorts,canada,3725746,439425,16142,31690,low
Post_3360,twitter,#comedy,reel,japan,2179942,422339,726,4809,medium
Post_3361,tiktok,#dance,video,japan,2454286,354703,79037,15832,high
Post_3362,instagram,#comedy,post,japan,1722355,236274,45770,40757,low
Post_3363,youtube,#fitness,reel,canada,1886158,159864,50509,17527,medium
Post_3364,instagram,#music,shorts,brazil,2411833,294331,39137,41720,high
Post_3365,instagram,#tech,reel,brazil,528143,357050,25187,1365,medium
Post_3366,tiktok,#gaming,reel,india,1606741,308802,18650,24236,high
Post_3367,instagram,#gaming,post,japan,1252622,38532,98666,12777,low
Post_3368,youtube,#challenge,tweet,usa,3033929,183527,74350,10565,low
Post_3369,tiktok,#fitness,tweet,usa,2801491,114130,35159,17982,low
Post_3370,youtube,#tech,post,brazil,2337854,207836,53641,4400,high
Post_3371,instagram,#music,shorts,brazil,1405761,376444,44939,49230,low
Post_3372,tiktok,#tech,video,japan,1042317,269878,29285,42348,medium
Post_3373,youtube,#viral,post,australia,4807013,465489,41804,24827,low
Post_3374,twitter,#fitness,live stream,usa,2367995,450601,77964,10111,low
Post_3375,instagram,#viral,live stream,usa,955722,315687,77050,46526,medium
Post_3376,instagram,#fitness,live stream,usa,153498,362887,45894,46622,high
Post_3377,tiktok,#music,reel,india,4931757,144977,90468,7093,medium
Post_3378,instagram,#music,reel,uk,2184869,12871,32688,47224,medium
Post_3379,youtube,#viral,live stream,germany,2339949,121903,24944,33945,low
Post_3380,tiktok,#education,post,japan,3166440,137101,16256,37449,high
Post_3381,tiktok,#fashion,reel,canada,4398635,277525,1448,43645,medium
Post_3382,twitter,#comedy,shorts,australia,3945023,265975,87534,28078,medium
Post_3383,twitter,#education,live stream,india,1077987,76579,48878,18605,medium
Post_3384,instagram,#viral,live stream,japan,3661315,389654,63439,49862,medium
Post_3385,instagram,#comedy,post,usa,1663117,471900,960,24601,low
Post_3386,instagram,#fitness,tweet,uk,1322682,185370,26878,19908,medium
Post_3387,youtube,#gaming,post,india,4927642,277064,78365,31902,medium
Post_3388,youtube,#viral,live stream,usa,1902123,407452,53872,49399,high
Post_3389,twitter,#gaming,tweet,uk,108003,61573,84514,16464,medium
Post_3390,instagram,#challenge,tweet,uk,1890827,110536,55270,12779,medium
Post_3391,youtube,#education,live stream,canada,4748216,246709,68731,18537,medium
Post_3392,youtube,#tech,post,canada,1145812,399549,44531,22800,low
Post_3393,tiktok,#dance,tweet,india,4621186,175590,67235,11738,high
Post_3394,tiktok,#fashion,reel,uk,4197429,436646,82483,46844,high
Post_3395,tiktok,#fashion,shorts,india,4577755,342839,82420,6066,low
Post_3396,instagram,#tech,live stream,usa,4053392,221994,56470,5057,low
Post_3397,youtube,#fitness,shorts,usa,968000,222736,58242,26124,medium
Post_3398,instagram,#gaming,live stream,canada,4530813,129661,92531,42840,medium
Post_3399,tiktok,#fashion,video,canada,995769,32736,66718,23569,low
Post_3400,tiktok,#viral,video,brazil,705147,61971,67431,44195,high
Post_3401,tiktok,#education,reel,australia,783731,186031,94098,20184,high
Post_3402,instagram,#tech,tweet,brazil,2822791,420187,28350,34025,medium
